#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
   -3.141592654 -105.120072058  -50.466288475
   -3.036872898 -109.932862707  -41.214875135
   -2.932153143 -113.710323443  -30.870583733
   -2.827433388 -116.393153571  -20.488727657
   -2.722713633 -118.040591193  -11.253256682
   -2.617993878 -118.817373911   -4.054284200
   -2.513274123 -118.962106739    0.884947686
   -2.408554368 -118.694586881    3.884761575
   -2.303834613 -118.183564442    5.616343040
   -2.199114858 -117.537815178    6.485360923
   -2.094395102 -116.855492271    6.176083738
   -1.989675347 -116.297658879    3.952985163
   -1.884955592 -116.095192354   -0.597307795
   -1.780235837 -116.456197235   -6.484797987
   -1.675516082 -117.396667781  -11.138516780
   -1.570796327 -118.624307388  -11.611326986
   -1.466076572 -119.603593106   -6.326017422
   -1.361356817 -119.768444820    3.544419821
   -1.256637061 -118.792525731   14.871126219
   -1.151917306 -116.698031123   24.459833102
   -1.047197551 -113.762853097   30.930027356
   -0.942477796 -110.294975772   34.833613793
   -0.837758041 -106.485381867   37.687037903
   -0.733038286 -102.391462142   40.293489285
   -0.628318531  -98.058410702   42.019910083
   -0.523598776  -93.663635029   41.268413999
   -0.418879020  -89.537330729   36.752853221
   -0.314159265  -86.079007746   28.565710153
   -0.209439510  -83.613709205   18.144941589
   -0.104719755  -82.287022200    6.987348643
    0.000000000  -82.124821485   -3.978791538
    0.104719755  -83.096349080  -14.696312826
    0.209439510  -85.179830688  -25.111206877
    0.314159265  -88.307369563  -34.527413579
    0.418879020  -92.311113060  -41.547355978
    0.523598776  -96.862716581  -44.792472433
    0.628318531 -101.514787728  -43.404804702
    0.733038286 -105.774108091  -37.340174130
    0.837758041 -109.186588506  -27.386967058
    0.942477796 -111.402886081  -14.672065853
    1.047197551 -112.184529678   -0.141806693
    1.151917306 -111.373981069   15.680770165
    1.256637061 -108.862382774   32.254352895
    1.361356817 -104.615035640   48.586115512
    1.466076572  -98.744008638   62.974935043
    1.570796327  -91.555423809   73.375346985
    1.675516082  -83.562790564   78.050145879
    1.780235837  -75.437454837   75.829475447
    1.884955592  -67.932064296   66.106401499
    1.989675347  -61.823380230   49.294055575
    2.094395102  -57.788216015   26.914970290
    2.199114858  -56.269961445    1.798081732
    2.303834613  -57.366226205  -22.427758867
    2.408554368  -60.800762724  -42.444675591
    2.513274123  -66.023422101  -56.333417937
    2.617993878  -72.371589167  -64.144487968
    2.722713633  -79.268591209  -66.996111075
    2.827433388  -86.271162594  -66.378250034
    2.932153143  -93.073554900  -63.229583245
    3.036872898  -99.430472070  -57.906756412
