#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -109.698777816  -52.543595934   18.412640595
   -2.951193099   -3.141592654 -117.962573350  -33.730739941   20.675262579
   -2.760793544   -3.141592654 -122.461595376  -13.927432233   21.907302096
   -2.570393989   -3.141592654 -123.525085937    1.639878874   22.337373145
   -2.379994435   -3.141592654 -122.277780627   10.170734885   22.474409089
   -2.189594880   -3.141592654 -120.076023977   11.997437141   22.951147006
   -1.999195325   -3.141592654 -117.944667315   10.085135029   24.288903738
   -1.808795770   -3.141592654 -116.210496123    8.499199542   26.652880632
   -1.618396215   -3.141592654 -114.464763528   10.607131090   29.729025641
   -1.427996661   -3.141592654 -111.836989093   17.784568563   32.800618771
   -1.237597106   -3.141592654 -107.430140195   28.890914659   35.000057161
   -1.047197551   -3.141592654 -100.760727996   40.932035578   35.607664688
   -0.856797996   -3.141592654  -92.008101830   50.101346399   34.233089542
   -0.666398442   -3.141592654  -82.053629721   53.085577619   30.859862109
   -0.475998887   -3.141592654  -72.293005070   47.864885956   25.749127365
   -0.285599332   -3.141592654  -64.348827005   34.111552203   19.340852603
   -0.095199777   -3.141592654  -59.726665017   13.432484231   12.167091387
    0.095199777   -3.141592654  -59.427266382  -10.520517948    4.801696177
    0.285599332   -3.141592654  -63.574847621  -32.249944085   -2.160567780
    0.475998887   -3.141592654  -71.155543464  -45.623880799   -8.121893052
    0.666398442   -3.141592654  -80.095039115  -45.995494464  -12.531189809
    0.856797996   -3.141592654  -87.756961590  -32.456735816  -15.007608050
    1.047197551   -3.141592654  -91.788181504   -8.849489002  -15.482106138
    1.237597106   -3.141592654  -90.948565682   17.276448009  -14.265599107
    1.427996661   -3.141592654  -85.575350951   37.515419941  -11.932746017
    1.618396215   -3.141592654  -77.439205395   45.544723725   -9.089073849
    1.808795770   -3.141592654  -69.150476685   39.131404213   -6.125935112
    1.999195325   -3.141592654  -63.332999440   20.232419443   -3.129007359
    2.189594880   -3.141592654  -61.915492129   -6.044493027    0.031253537
    2.379994435   -3.141592654  -65.684862861  -33.119808376    3.518436222
    2.570393989   -3.141592654  -74.167810221  -54.598291951    7.361807400
    2.760793544   -3.141592654  -85.810857345  -65.753156934   11.377202985
    2.951193099   -3.141592654  -98.410453779  -64.615961352   15.202541296

   -3.141592654   -2.792526803 -101.621175163  -48.295702757   26.397653119
   -2.951193099   -2.792526803 -109.284849141  -31.681290848   28.419454484
   -2.760793544   -2.792526803 -113.581124253  -13.748360839   29.166945766
   -2.570393989   -2.792526803 -114.723057644    0.817183305   29.002866918
   -2.379994435   -2.792526803 -113.634680170    9.526632491   28.543227689
   -2.189594880   -2.792526803 -111.445633000   12.670483755   28.458504042
   -1.999195325   -2.792526803 -109.001410283   12.752534913   29.237557629
   -1.808795770   -2.792526803 -106.571807032   13.044993090   30.963496584
   -1.618396215   -2.792526803 -103.854499706   16.043124758   33.219122607
   -1.427996661   -2.792526803 -100.232178122   22.507922314   35.188002674
   -1.237597106   -2.792526803  -95.132943154   31.187636302   35.933698125
   -1.047197551   -2.792526803  -88.367466055   39.490107787   34.741962946
   -0.856797996   -2.792526803  -80.299327626   44.341248682   31.337052572
   -0.666398442   -2.792526803  -71.843012578   43.216024272   25.930679633
   -0.475998887   -2.792526803  -64.286924562   34.781414951   19.080362386
   -0.285599332   -2.792526803  -59.034819491   19.181164111   11.513962674
   -0.095199777   -2.792526803  -57.306422940   -1.754295629    3.966841723
    0.095199777   -2.792526803  -59.797189833  -24.387176884   -2.916826678
    0.285599332   -2.792526803  -66.348583787  -43.433211994   -8.622470370
    0.475998887   -2.792526803  -75.721045589  -53.127278576  -12.773330765
    0.666398442   -2.792526803  -85.697237449  -49.341552856  -15.135380542
    0.856797996   -2.792526803  -93.609574809  -31.807978654  -15.665527578
    1.047197551   -2.792526803  -97.198274572   -5.020154867  -14.555641620
    1.237597106   -2.792526803  -95.425626040   23.042497978  -12.228121636
    1.427996661   -2.792526803  -88.872625783   43.971501661   -9.203990226
    1.618396215   -2.792526803  -79.510423310   51.898290045   -5.916932636
    1.808795770   -2.792526803  -70.039032180   45.235273789   -2.549483260
    1.999195325   -2.792526803  -63.058459180   26.425073658    0.978561081
    2.189594880   -2.792526803  -60.416911079    0.675564935    4.866163950
    2.379994435   -2.792526803  -62.839921043  -25.715060739    9.237574367
    2.570393989   -2.792526803  -69.868038960  -46.822378001   13.993053969
    2.760793544   -2.792526803  -80.049255913  -58.327428492   18.778381218
    2.951193099   -2.792526803  -91.337391586  -58.422528223   23.080329215

   -3.141592654   -2.443460953  -92.831516572  -44.171951375   23.478691199
   -2.951193099   -2.443460953  -99.918815256  -29.738187578   25.046481580
   -2.760793544   -2.443460953 -104.024950584  -13.588536820   25.617939124
   -2.570393989   -2.443460953 -105.241194618    0.046648553   25.519829400
   -2.379994435   -2.443460953 -104.304960772    8.871997548   25.207692218
   -2.189594880   -2.443460953 -102.154628959   13.038176401   25.112662267
   -1.999195325   -2.443460953  -99.505993131   14.540181232   25.491107037
   -1.808795770   -2.443460953  -96.624108644   15.879192675   26.286556923
   -1.618396215   -2.443460953  -93.354912225   18.765604339   27.086345248
   -1.427996661   -2.443460953  -89.352731993   23.501857533   27.221140178
   -1.237597106   -2.443460953  -84.352393053   28.963151806   25.998798336
   -1.047197551   -2.443460953  -78.388476447   33.250187341   22.993528760
   -0.856797996   -2.443460953  -71.884294568   34.286314240   18.212677540
   -0.666398442   -2.443460953  -65.625709847   30.433769317   12.105113595
   -0.475998887   -2.443460953  -60.637710595   20.883352610    5.385676859
   -0.285599332   -2.443460953  -58.004522133    5.842206856   -1.172842396
   -0.095199777   -2.443460953  -58.650957831  -13.161854801   -6.919081032
    0.095199777   -2.443460953  -63.055895622  -32.977500595  -11.424325172
    0.285599332   -2.443460953  -70.941101567  -48.826616150  -14.496905755
    0.475998887   -2.443460953  -81.036753507  -55.354627187  -16.140815729
    0.666398442   -2.443460953  -91.160958966  -48.733076244  -16.478585503
    0.856797996   -2.443460953  -98.730730533  -28.908055439  -15.696465076
    1.047197551   -2.443460953 -101.604841846   -0.526597703  -14.012724852
    1.237597106   -2.443460953  -98.885707021   28.387393295  -11.672764752
    1.427996661   -2.443460953  -91.284584929   49.564093966   -8.913447820
    1.618396215   -2.443460953  -80.858242989   57.473218690   -5.909088984
    1.808795770   -2.443460953  -70.319722061   50.919423745   -2.711872887
    1.999195325   -2.443460953  -62.217762056   32.579522396    0.743694613
    2.189594880   -2.443460953  -58.332037181    7.613420748    4.547243383
    2.379994435   -2.443460953  -59.356158376  -18.007943303    8.702078323
    2.570393989   -2.443460953  -64.875657811  -38.804854566   13.038668253
    2.760793544   -2.443460953  -73.561915594  -50.801870370   17.215484658
    2.951193099   -2.443460953  -83.534305580  -52.273536930   20.813570046

   -3.141592654   -2.094395102  -86.508336713  -40.789627613   13.475252822
   -2.951193099   -2.094395102  -93.083925392  -27.729458834   14.386557365
   -2.760793544   -2.094395102  -96.918448260  -12.686399886   14.846441973
   -2.570393989   -2.094395102  -98.034826996    0.271939037   15.051748953
   -2.379994435   -2.094395102  -97.085172599    8.851107363   15.159905075
   -2.189594880   -2.094395102  -94.937943057   13.053547074   15.223431235
   -1.999195325   -2.094395102  -92.282019108   14.565492815   15.174965281
   -1.808795770   -2.094395102  -89.426002429   15.475738632   14.825413958
   -1.618396215   -2.094395102  -86.337449630   17.119878076   13.893424442
   -1.427996661   -2.094395102  -82.842423723   19.677838009   12.077295289
   -1.237597106   -2.094395102  -78.833164088   22.328721764    9.166497330
   -1.047197551   -2.094395102  -74.403557684   23.850946776    5.178557073
   -0.856797996   -2.094395102  -69.891266606   22.976623623    0.404688202
   -0.666398442   -2.094395102  -65.857365243   18.646934462   -4.637601739
   -0.475998887   -2.094395102  -63.033319165   10.193564397   -9.361786857
   -0.285599332   -2.094395102  -62.227826997   -2.494068530  -13.269128606
   -0.095199777   -2.094395102  -64.181782905  -18.504959949  -16.058670550
    0.095199777   -2.094395102  -69.316866368  -35.353049528  -17.672041355
    0.285599332   -2.094395102  -77.412073728  -48.771133437  -18.258933377
    0.475998887   -2.094395102  -87.326108100  -53.622178437  -18.094265867
    0.666398442   -2.094395102  -97.017027969  -46.001971809  -17.452638150
    0.856797996   -2.094395102 -104.008745353  -25.605056558  -16.500082202
    1.047197551   -2.094395102 -106.215510991    3.173306353  -15.251338511
    1.237597106   -2.094395102 -102.757932358   32.449360767  -13.623715845
    1.427996661   -2.094395102  -94.348896107   53.986138120  -11.532905295
    1.618396215   -2.094395102  -83.044975682   62.263486136   -8.970701565
    1.808795770   -2.094395102  -71.555584212   56.120889498   -6.013883678
    1.999195325   -2.094395102  -62.418264765   38.248783310   -2.782114200
    2.189594880   -2.094395102  -57.406223491   13.752756604    0.579493114
    2.379994435   -2.094395102  -57.226599730  -11.558665826    3.916833021
    2.570393989   -2.094395102  -61.515582964  -32.415780369    7.051196530
