#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.110537943   46.204460514  -15.187802701
   -3.033261872   -3.141592654  101.662183182   37.121325959  -16.208618744
   -2.924931091   -3.141592654  105.160797019   26.962028433  -16.948491200
   -2.816600310   -3.141592654  107.550252349   16.779741576  -17.380648306
   -2.708269529   -3.141592654  108.889096956    7.497566117  -17.631818360
   -2.599938748   -3.141592654  109.285609801   -0.280200153  -17.701320720
   -2.491607967   -3.141592654  108.952887105   -6.061736989  -17.704529248
   -2.383277185   -3.141592654  108.116312543   -9.654692059  -17.719777765
   -2.274946404   -3.141592654  106.994828470  -11.305241175  -17.835961683
   -2.166615623   -3.141592654  105.774264681  -11.346862207  -18.209039066
   -2.058284842   -3.141592654  104.622345303  -10.385351016  -18.832902669
   -1.949954061   -3.141592654  103.583179958   -9.170461263  -19.801290930
   -1.841623280   -3.141592654  102.656382268   -8.245271237  -21.116908045
   -1.733292499   -3.141592654  101.782794122   -8.274204943  -22.691789785
   -1.624961717   -3.141592654  100.824487791   -9.571449972  -24.442696630
   -1.516630936   -3.141592654   99.627064811  -12.281866593  -26.252860520
   -1.408300155   -3.141592654   98.043172972  -16.485972311  -27.951435186
   -1.299969374   -3.141592654   95.944902432  -21.824250891  -29.437852540
   -1.191638593   -3.141592654   93.232109685  -27.854947617  -30.566655156
   -1.083307812   -3.141592654   89.864100565  -33.964783493  -31.189562493
   -0.974977030   -3.141592654   85.863101573  -39.461485914  -31.203882955
   -0.866646249   -3.141592654   81.332584131  -43.808035738  -30.600007521
   -0.758315468   -3.141592654   76.422900558  -46.419862857  -29.333949998
   -0.649984687   -3.141592654   71.343201521  -46.943300565  -27.432037135
   -0.541653906   -3.141592654   66.332416309  -45.146161069  -24.958398459
   -0.433323125   -3.141592654   61.665378211  -40.757731361  -21.935909230
   -0.324992343   -3.141592654   57.612512828  -33.927676067  -18.482989127
   -0.216661562   -3.141592654   54.425452070  -24.827918318  -14.630621471
