#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   20.156955666  -53.592761194   13.038735501
   -2.951193099   -3.141592654   11.348490807  -37.951591783   15.490072854
   -2.760793544   -3.141592654    5.948635518  -18.642565011   17.383078526
   -2.570393989   -3.141592654    4.141088397   -1.066582297   18.730715864
   -2.379994435   -3.141592654    5.165507196   10.635275036   19.790080850
   -2.189594880   -3.141592654    7.727607136   15.138213802   20.948487795
   -1.999195325   -3.141592654   10.577883472   14.159742133   22.511882105
   -1.808795770   -3.141592654   13.002559315   11.342962276   24.493906246
   -1.618396215   -3.141592654   15.022609587   10.446074813   26.534511951
   -1.427996661   -3.141592654   17.249311430   13.704641534   28.013998777
   -1.237597106   -3.141592654   20.499126102   20.953719070   28.314954478
   -1.047197551   -3.141592654   25.346843931   29.967180678   27.090944111
   -0.856797996   -3.141592654   31.825337587   37.472429052   24.384922445
   -0.666398442   -3.141592654   39.349624421   40.533655872   20.572145219
   -0.475998887   -3.141592654   46.883495575   37.416632909   16.153269562
   -0.285599332   -3.141592654   53.209685299   27.955809403   11.553420843
   -0.095199777   -3.141592654   57.227554639   13.559737082    6.994199374
    0.095199777   -3.141592654   58.249101517   -2.932079401    2.500654401
    0.285599332   -3.141592654   56.244215515  -17.484252999   -1.957967930
    0.475998887   -3.141592654   52.000221569  -25.805023710   -6.278430866
    0.666398442   -3.141592654   47.023647460  -24.873179217  -10.097583651
    0.856797996   -3.141592654   43.143924113  -14.573563616  -12.861145683
    1.047197551   -3.141592654   41.874019123    1.756133914  -14.064807558
    1.237597106   -3.141592654   43.843236492   18.418684217  -13.537291361
    1.427996661   -3.141592654   48.551241304   29.755118848  -11.548732994
    1.618396215   -3.141592654   54.603492900   32.187968526   -8.698604907
    1.808795770   -3.141592654   60.204489967   25.158651493   -5.628248867
    1.999195325   -3.141592654   63.695598077   10.472606365   -2.760908936
    2.189594880   -3.141592654   63.898801840   -8.808033460   -0.200914946
    2.379994435   -3.141592654   60.268808485  -29.190359401    2.200585666
    2.570393989   -3.141592654   52.944993548  -46.992079345    4.676410451
    2.760793544   -3.141592654   42.769324158  -58.584733603    7.368311153
    2.951193099   -3.141592654   31.219781233  -61.089648627   10.231496245

   -3.141592654   -2.792526803   26.186651907  -48.195347975   19.741655051
