#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
   -3.141592654   16.587610722  -53.209703901
   -2.967059728    8.622857898  -37.359060622
   -2.792526803    3.700631560  -19.084962579
   -2.617993878    1.831309400   -3.108082971
   -2.443460953    2.248936185    6.619055275
   -2.268928028    3.665119059    8.258549583
   -2.094395102    4.718513291    2.921320706
   -1.919862177    4.506008566   -5.396522112
   -1.745329252    2.983214323  -11.198025189
   -1.570796327    1.018314319   -9.958952622
   -1.396263402    0.000000000   -0.496893098
   -1.221730476    1.164327095   14.284382857
   -1.047197551    4.997823973   29.080925774
   -0.872664626   11.056757860   39.192723544
   -0.698131701   18.279718048   42.325627811
   -0.523598776   25.449063582   38.750323589
   -0.349065850   31.509186036   29.828844321
   -0.174532925   35.626748942   16.627076004
    0.000000000   37.115102430   -0.156659103
    0.174532925   35.467115078  -18.852758581
    0.349065850   30.644123294  -35.732960716
    0.523598776   23.438579664  -45.224843439
    0.698131701   15.618483138  -42.102448228
    0.872664626    9.604276599  -24.666459364
    1.047197551    7.658876164    3.538879358
    1.221730476   11.006699106   34.442543866
    1.396263402   19.300195030   58.736781706
    1.570796327   30.726566228   69.586626528
    1.745329252   42.670981457   64.735184286
    1.919862177   52.544050260   46.538949497
    2.094395102   58.447763567   20.224579716
    2.268928028   59.479947739   -8.294705679
    2.443460953   55.726637188  -33.886351667
    2.617993878   48.049073480  -52.759236192
    2.792526803   37.845275169  -62.594053866
    2.967059728   26.796647923  -62.497424307
