#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
   -3.141592654 -107.659174423  -53.178481356
   -2.967059728 -115.433692737  -35.561701843
   -2.792526803 -120.011969083  -17.206929655
   -2.617993878 -121.619520810   -2.073996164
   -2.443460953 -121.094390994    6.858408217
   -2.268928028 -119.660425301    8.316273846
   -2.094395102 -118.564927843    3.420950188
   -1.919862177 -118.626328590   -4.179564810
   -1.745329252 -119.882019157   -9.447353484
   -1.570796327 -121.532753834   -8.235459606
   -1.396263402 -122.298821661    0.516489591
   -1.221730476 -121.037503102   14.320137005
   -1.047197551 -117.256243596   28.612214992
   -0.872664626 -111.262496826   39.057191096
   -0.698131701 -103.980791670   43.104146052
   -0.523598776  -96.611633907   40.072796566
   -0.349065850  -90.356057659   30.515077248
   -0.174532925  -86.245035613   15.763930703
    0.000000000  -85.020337090   -2.150072940
    0.174532925  -87.008490424  -20.522943093
    0.349065850  -92.000235499  -35.951164593
    0.523598776  -99.134300172  -44.440758708
    0.698131701 -106.854724977  -42.126087269
    0.872664626 -113.061630160  -26.975687170
    1.047197551 -115.597330186   -0.681726353
    1.221730476 -112.983993613   30.713647094
    1.396263402 -105.084157616   58.343048856
    1.570796327  -93.320537059   73.822188080
    1.745329252  -80.299836202   72.416540938
    1.919862177  -69.010101695   54.450070158
    2.094395102  -61.971505937   24.803536085
    2.268928028  -60.591180071   -9.086916185
    2.443460953  -64.923874267  -39.474424498
    2.617993878  -73.803712321  -60.422450466
    2.792526803  -85.282008272  -69.047382478
    2.967059728  -97.191274271  -65.708884551
