#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
   -3.141592654   14.327683234  -52.528046245
   -2.967059728    6.702392129  -34.612461320
   -2.792526803    2.277758872  -16.528241401
   -2.617993878    0.735726493   -2.077372648
   -2.443460953    1.192793313    6.086761753
   -2.268928028    2.450869967    7.184187105
   -2.094395102    3.373472113    2.661646191
   -1.919862177    3.256110684   -4.025488422
   -1.745329252    2.102919320   -8.517000599
   -1.570796327    0.635585290   -7.237363369
   -1.396263402    0.000000000    0.944471797
   -1.221730476    1.278112968   14.120618073
   -1.047197551    5.008290888   28.310376310
   -0.872664626   10.988567618   39.266647458
   -0.698131701   18.371207000   44.005733873
   -0.523598776   25.930108599   41.237583167
   -0.349065850   32.355505160   31.157444324
   -0.174532925   36.488401427   15.301808006
    0.000000000   37.539353669   -3.612940432
    0.174532925   35.265743320  -22.179402904
    0.349065850   30.045595356  -36.825440196
    0.523598776   22.861804976  -44.173326798
    0.698131701   15.243914381  -41.398575557
    0.872664626    9.120580080  -26.958208409
    1.047197551    6.476118913   -1.943838493
    1.221730476    8.790111069   28.702291314
    1.396263402   16.377315541   57.003862863
    1.570796327   28.054470981   74.277203857
    1.745329252   41.320223984   74.613892344
    1.919862177   53.065798366   57.223922299
    2.094395102   60.528322161   26.649030783
    2.268928028   62.086824103   -8.941249364
    2.443460953   57.645825884  -40.740599927
    2.617993878   48.495738732  -62.097924446
    2.792526803   36.764736826  -70.151886492
    2.967059728   24.745876902  -65.843285637
