#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.690789230  -53.899244122   14.006891949
   -2.951193099   -3.141592654   10.062274351  -35.955973689   16.781962015
   -2.760793544   -3.141592654    5.175175857  -15.525455442   18.828303557
   -2.570393989   -3.141592654    3.964244476    1.870877185   20.095429305
   -2.379994435   -3.141592654    5.452610768   12.468935912   20.861559381
   -2.189594880   -3.141592654    8.232837014   15.599914973   21.651167321
   -1.999195325   -3.141592654   11.064002647   13.593190403   22.982923380
   -1.808795770   -3.141592654   13.335703804   10.417960277   25.054743949
   -1.618396215   -3.141592654   15.206278833    9.920656647   27.563398547
   -1.427996661   -3.141592654   17.424295401   14.221556053   29.781261681
   -1.237597106   -3.141592654   20.908030306   22.903290419   30.870416187
   -1.047197551   -3.141592654   26.268194526   33.327643342   30.258558755
   -0.856797996   -3.141592654   33.481214530   41.699207985   27.849519897
   -0.666398442   -3.141592654   41.817715980   44.586568729   23.987888090
   -0.475998887   -3.141592654   50.023731274   40.252393864   19.228118151
   -0.285599332   -3.141592654   56.704713404   28.754914058   14.081424497
   -0.095199777   -3.141592654   60.647451649   11.913957948    8.851407696
    0.095199777   -3.141592654   61.113699391   -7.126645534    3.654618955
    0.285599332   -3.141592654   58.071229265  -24.188432504   -1.457988464
    0.475998887   -3.141592654   52.343830339  -34.561081890   -6.323148485
    0.666398442   -3.141592654   45.599727677  -34.362555110  -10.570691841
    0.856797996   -3.141592654   40.019664449  -22.504596755  -13.683725514
    1.047197551   -3.141592654   37.604034974   -1.977072553  -15.206661698
    1.237597106   -3.141592654   39.404610874   20.496909945  -14.981776984
    1.427996661   -3.141592654   45.040813808   37.115308679  -13.246270720
    1.618396215   -3.141592654   52.801560299   42.198687580  -10.533649590
    1.808795770   -3.141592654   60.276799752   34.253534214   -7.429939963
    1.999195325   -3.141592654   65.170928465   15.755684045   -4.348945281
    2.189594880   -3.141592654   65.914798065   -8.431007010   -1.429243458
    2.379994435   -3.141592654   61.943477502  -32.888997368    1.410833748
    2.570393989   -3.141592654   53.690181474  -52.659778425    4.348448216
    2.760793544   -3.141592654   42.439992968  -63.842774459    7.494283044
    2.951193099   -3.141592654   30.074614974  -64.178569612   10.794061146

   -3.141592654   -2.792526803   25.493937104  -48.422587293   22.280813513
   -2.951193099   -2.792526803   17.745154904  -32.278650234   25.049089074
   -2.760793544   -2.792526803   13.369543298  -13.813890275   26.654256562
   -2.570393989   -2.792526803   12.327587842    2.056460031   27.227433470
   -2.379994435   -2.792526803   13.781023185   12.106710077   27.214444292
   -2.189594880   -2.792526803   16.533726796   15.856326027   27.213577120
   -1.999195325   -2.792526803   19.544432252   15.306976297   27.715145893
   -1.808795770   -2.792526803   22.292729889   13.641952278   28.845765570
   -1.618396215   -2.792526803   24.857784057   13.778150289   30.259889200
   -1.427996661   -2.792526803   27.752165652   17.195344602   31.243275123
   -1.237597106   -2.792526803   31.591177538   23.447897570   31.012730233
