#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
   -3.141592654 -117.499754553  -52.563027098
   -2.967059728 -125.169051821  -35.058199664
   -2.792526803 -129.702278408  -17.274332260
   -2.617993878 -131.376726294   -2.770364282
   -2.443460953 -131.001500985    5.936371316
   -2.268928028 -129.707739426    7.730905232
   -2.094395102 -128.658804855    3.465692081
   -1.919862177 -128.673787167   -3.781238452
   -1.745329252 -129.870596662   -9.276046643
   -1.570796327 -131.537558883   -8.594730562
   -1.396263402 -132.392591379   -0.038283728
   -1.221730476 -131.196499425   14.243106270
   -1.047197551 -127.353855840   29.370604355
   -0.872664626 -121.175937486   40.313982985
   -0.698131701 -113.683181718   44.156542083
   -0.523598776 -106.187311127   40.438101469
   -0.349065850  -99.925483797   30.260177130
   -0.174532925  -95.883787294   15.283042301
    0.000000000  -94.736249012   -2.524965207
    0.174532925  -96.767863566  -20.640381644
    0.349065850 -101.755651558  -35.815454135
    0.523598776 -108.854551698  -44.189047136
    0.698131701 -116.546976825  -42.146411879
    0.872664626 -122.809734177  -27.666143026
    1.047197551 -125.530118951   -2.059174907
    1.221730476 -123.179115630   29.216714370
    1.396263402 -115.483550763   57.656039449
    1.570796327 -103.722567552   74.514245577
    1.745329252  -90.473589884   74.183851636
    1.919862177  -78.848217434   56.347877501
    2.094395102  -71.541239470   25.848624393
    2.268928028  -70.083496198   -9.222434732
    2.443460953  -74.518445123  -40.403776272
    2.617993878  -83.575468795  -61.410490524
    2.792526803  -95.183873714  -69.501381057
    2.967059728 -107.113299012  -65.471682591
