#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  63
#! SET periodic_phi true
   -3.141592654  105.584400414   47.300436575
   -3.041859553  109.884654142   38.566595335
   -2.942126453  113.271046824   29.217112826
   -2.842393353  115.732297981   19.982821094
   -2.742660253  117.299123391   11.439890806
   -2.642927153  118.066841291    4.074611702
   -2.543194053  118.181795286   -1.619241182
   -2.443460953  117.829678443   -5.368241648
   -2.343727853  117.202146152   -7.088302586
   -2.243994753  116.505598746   -6.775625888
   -2.144261652  115.930648776   -4.710266020
   -2.044528552  115.625341088   -1.403155654
   -1.944795452  115.680483708    2.448244563
   -1.845062352  116.107365892    5.979213955
   -1.745329252  116.830737737    8.342487694
   -1.645596152  117.702227996    8.882187626
   -1.545863052  118.510283434    7.051249995
   -1.446129952  119.018093186    2.886240945
   -1.346396852  119.012725835   -3.307607384
   -1.246663751  118.304881393  -10.867829185
   -1.146930651  116.816538287  -18.897963804
   -1.047197551  114.539801704  -26.494863746
   -0.947464451  111.565521038  -32.830468949
   -0.847731351  108.040344167  -37.358187554
   -0.747998251  104.178280338  -39.663057487
   -0.648265151  100.216985601  -39.619627030
   -0.548532051   96.366261910  -37.414658740
   -0.448798951   92.836561982  -33.215552022
   -0.349065850   89.808587370  -27.288546320
   -0.249332750   87.436144360  -19.969969504
   -0.149599650   85.859214791  -11.564975643
   -0.049866550   85.158141246   -2.421528672
    0.049866550   85.386448243    7.077200100
    0.149599650   86.549812938   16.433998350
    0.249332750   88.624331992   25.080765018
    0.349065850   91.487864900   32.387868928
    0.448798951   94.976391720   37.726413426
    0.548532051   98.872024653   40.328734317
    0.648265151  102.871245475   39.730280732
    0.747998251  106.639519134   35.479814672
    0.847731351  109.805570124   27.495124117
    0.947464451  111.998188852   16.052587614
    1.047197551  112.907199732    1.802325402
    1.146930651  112.307607260  -14.106826025
    1.246663751  110.084673591  -30.405258763
    1.346396852  106.291743842  -45.447621966
    1.446129952  101.118767955  -57.739966278
    1.545863052   94.919444926  -65.933570124
    1.645596152   88.152712036  -69.121764799
    1.745329252   81.328086149  -66.971984389
    1.845062352   74.985895133  -59.536058411
    1.944795452   69.628497817  -47.510787486
    2.044528552   65.645122615  -32.042090232
    2.144261652   63.317417242  -14.438811907
    2.243994753   62.787546160    3.709997348
    2.343727853   64.036250136   21.019399811
    2.443460953   66.920092258   36.258057256
    2.543194053   71.172149832   48.470014916
    2.642927153   76.467001183   57.005252503
    2.742660253   82.409937014   61.610999140
    2.842393353   88.620790331   62.522180116
    2.942126453   94.744057692   60.079792009
    3.041859553  100.481897261   54.703986842
